RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,PK3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device or Header,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Stack Snapshot,Runtime BPs,SW BPs,PTG Support,App IO,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,Instruction Trace,PC Profiling,PC Sampling,FLP,Jump Trace
PIC16F1704 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1705,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1705 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1707,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1707 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1708,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1708 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1709,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1709 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1713,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1713 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1716,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1716 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1717,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1717 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1718,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1718 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1719,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1719 using AC244065,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1764,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1765,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1768,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1769,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1773,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1776,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1777,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1778,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1779,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1782,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1782 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1783,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1783 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1784,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1784 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1786,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1786 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1787,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1787 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1788,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1788 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1789,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1789 using AC244064,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1823,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1823 using AC244043,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1823 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1824,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1824 using AC244043,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1824 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1825,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1825 using AC244043,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1825 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1826,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1826 using AC244046,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1826 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1827,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1827 using AC244046,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1827 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1828,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1828 using AC244043,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1828 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1829,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1829 using AC244043,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1829 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1829LIN,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F18313,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18323,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18324,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18325,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18326,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18344,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18345,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18346,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-No:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18424,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18425,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18426,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18444,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18445,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18446,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18455,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18456,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1847,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1847 using AC244046,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1847 using AC244063,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F18854,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18855,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18856,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18857,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18875,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18876,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F18877,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19155,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19156,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19175,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19176,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19185,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19186,3,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19195,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19196,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F19197,1,1,R/W,0,No,N/A,No,Yes,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1933,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1933 using AC244035,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1933 using AC244055,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1934,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1934 using AC244035,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1934 using AC244055,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1936,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1936 using AC244035,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1936 using AC244055,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1937,1,0,No,0,No,N/A,No,No,No,No,No,No,No,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,No,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1937 using AC244035,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1937 using AC244055,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F1938,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1938 using AC244035,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1938 using AC244055,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1939,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1939 using AC244035,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1939 using AC244055,32,32,R/W,0,32S / 32BPS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,32,32,Yes,No,No,No,No,No,Yes,No
PIC16F1946,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F1947,3,3,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,Yes,Yes,Yes,Yes,N/A,3,3,Yes,No,No,No,No,No,Yes,No
PIC16F505 using AC162059,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F506 using AC162070,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F526 using AC162096,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F610 using AC162083,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F616 using AC162083,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F627A using AC162053,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F628A using AC162053,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F630 using AC162052,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC16F631 using AC162061,1,0,No,0,No,N/A,No,No,No,No,No,No,No,N/A,N/A,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
